1	0.04
2	0.04
3	0.04
4	0.04
5	0.04
6	0.04
7	0.04
8	0.04
9	0.04
10	0.04
11	0.04
12	0.0399999
13	0.0399997
14	0.0399991
15	0.0399979
16	0.0399958
17	0.0399924
18	0.0399873
19	0.0399801
20	0.0399704
21	0.0399577
22	0.0399418
23	0.0399222
24	0.0398987
25	0.039871
26	0.039839
27	0.0398025
28	0.0397613
29	0.0397154
30	0.0396647
31	0.0396093
32	0.0395491
33	0.0394842
34	0.0394147
35	0.0393406
36	0.0392621
37	0.0391792
38	0.0390921
39	0.0390009
40	0.0389057
41	0.0388067
42	0.0387041
43	0.0385979
44	0.0384883
45	0.0383755
46	0.0382596
47	0.0381408
48	0.0380191
49	0.0378948
50	0.037768
51	0.0376387
52	0.0375072
53	0.0373735
54	0.0372378
55	0.0371001
56	0.0369607
57	0.0368196
58	0.0366768
59	0.0365326
60	0.036387
61	0.0362401
62	0.036092
63	0.0359427
64	0.0357924
65	0.0356411
66	0.0354888
67	0.0353358
68	0.035182
69	0.0350275
70	0.0348723
71	0.0347166
72	0.0345603
73	0.0344036
74	0.0342464
75	0.0340888
76	0.033931
77	0.0337728
78	0.0336144
79	0.0334558
80	0.033297
81	0.033138
82	0.032979
83	0.0328199
84	0.0326608
85	0.0325016
86	0.0323425
87	0.0321835
88	0.0320245
89	0.0318656
90	0.0317068
91	0.0315482
92	0.0313897
93	0.0312314
94	0.0310733
95	0.0309155
96	0.0307579
97	0.0306005
98	0.0304434
99	0.0302866
100	0.0301301
101	0.029974
102	0.0298181
103	0.0296626
104	0.0295075
105	0.0293527
106	0.0291983
107	0.0290443
108	0.0288906
109	0.0287374
110	0.0285846
111	0.0284322
112	0.0282803
113	0.0281288
114	0.0279778
115	0.0278272
116	0.027677
117	0.0275274
118	0.0273782
119	0.0272295
120	0.0270813
121	0.0269335
122	0.0267863
123	0.0266396
124	0.0264934
125	0.0263477
126	0.0262025
127	0.0260578
128	0.0259137
129	0.0257701
130	0.025627
131	0.0254845
132	0.0253425
133	0.025201
134	0.0250601
135	0.0249198
136	0.02478
137	0.0246407
138	0.024502
139	0.0243639
140	0.0242263
141	0.0240893
142	0.0239528
143	0.0238169
144	0.0236816
145	0.0235468
146	0.0234126
147	0.023279
148	0.023146
149	0.0230135
150	0.0228816
151	0.0227503
152	0.0226195
153	0.0224894
154	0.0223598
155	0.0222308
156	0.0221023
157	0.0219745
158	0.0218472
159	0.0217205
160	0.0215944
161	0.0214688
162	0.0213439
163	0.0212195
164	0.0210957
165	0.0209725
166	0.0208499
167	0.0207278
168	0.0206063
169	0.0204854
170	0.0203651
171	0.0202453
172	0.0201262
173	0.0200076
174	0.0198896
175	0.0197721
176	0.0196553
177	0.019539
178	0.0194232
179	0.0193081
180	0.0191935
181	0.0190795
182	0.0189661
183	0.0188532
184	0.0187409
185	0.0186292
186	0.018518
187	0.0184074
188	0.0182974
189	0.0181879
190	0.018079
191	0.0179706
192	0.0178628
193	0.0177556
194	0.0176489
195	0.0175428
196	0.0174372
197	0.0173322
198	0.0172277
199	0.0171237
200	0.0170204
201	0.0169175
202	0.0168152
203	0.0167135
204	0.0166123
205	0.0165116
206	0.0164115
207	0.0163119
208	0.0162128
209	0.0161143
210	0.0160163
211	0.0159188
212	0.0158219
213	0.0157255
214	0.0156296
215	0.0155342
216	0.0154394
217	0.0153451
218	0.0152512
219	0.015158
220	0.0150652
221	0.0149729
222	0.0148811
223	0.0147899
224	0.0146991
225	0.0146089
226	0.0145192
227	0.0144299
228	0.0143412
229	0.0142529
230	0.0141652
231	0.0140779
232	0.0139912
233	0.0139049
234	0.0138191
235	0.0137338
236	0.013649
237	0.0135646
238	0.0134808
239	0.0133974
240	0.0133145
241	0.013232
242	0.0131501
243	0.0130686
244	0.0129875
245	0.012907
246	0.0128269
247	0.0127472
248	0.012668
249	0.0125893
250	0.012511
251	0.0124332
252	0.0123558
253	0.0122789
254	0.0122024
255	0.0121264
256	0.0120508
257	0.0119757
258	0.0119009
259	0.0118267
260	0.0117528
261	0.0116794
262	0.0116064
263	0.0115339
264	0.0114618
265	0.0113901
266	0.0113188
267	0.0112479
268	0.0111775
269	0.0111075
270	0.0110379
271	0.0109687
272	0.0108999
273	0.0108315
274	0.0107635
275	0.010696
276	0.0106288
277	0.010562
278	0.0104956
279	0.0104297
280	0.0103641
281	0.0102989
282	0.0102341
283	0.0101697
284	0.0101057
285	0.010042
286	0.00997876
287	0.00991588
288	0.00985338
289	0.00979125
290	0.0097295
291	0.00966812
292	0.00960711
293	0.00954647
294	0.0094862
295	0.00942628
296	0.00936674
297	0.00930755
298	0.00924872
299	0.00919025
300	0.00913213
301	0.00907436
302	0.00901695
303	0.00895988
304	0.00890316
305	0.00884679
306	0.00879076
307	0.00873507
308	0.00867973
309	0.00862472
310	0.00857004
311	0.0085157
312	0.0084617
313	0.00840802
314	0.00835467
315	0.00830165
316	0.00824895
317	0.00819658
318	0.00814453
319	0.0080928
320	0.00804139
321	0.00799029
322	0.00793951
323	0.00788904
324	0.00783888
325	0.00778903
326	0.00773948
327	0.00769025
328	0.00764131
329	0.00759268
330	0.00754435
331	0.00749632
332	0.00744859
333	0.00740115
334	0.007354
335	0.00730715
336	0.00726059
337	0.00721431
338	0.00716833
339	0.00712263
340	0.00707721
341	0.00703207
342	0.00698722
343	0.00694264
344	0.00689834
345	0.00685432
346	0.00681057
347	0.0067671
348	0.00672389
349	0.00668095
350	0.00663829
351	0.00659588
352	0.00655375
353	0.00651187
354	0.00647026
355	0.00642891
356	0.00638781
357	0.00634698
358	0.00630639
359	0.00626607
360	0.00622599
361	0.00618617
362	0.00614659
363	0.00610727
364	0.00606819
365	0.00602935
366	0.00599076
367	0.00595241
368	0.0059143
369	0.00587644
370	0.0058388
371	0.00580141
372	0.00576425
373	0.00572733
374	0.00569063
375	0.00565417
376	0.00561794
377	0.00558193
378	0.00554615
379	0.0055106
380	0.00547527
381	0.00544017
382	0.00540528
383	0.00537062
384	0.00533617
385	0.00530194
386	0.00526793
387	0.00523414
388	0.00520055
389	0.00516718
390	0.00513402
391	0.00510107
392	0.00506833
393	0.00503579
394	0.00500346
395	0.00497133
396	0.00493941
397	0.00490769
398	0.00487617
399	0.00484485
400	0.00481373
401	0.00478281
402	0.00475208
403	0.00472155
404	0.00469121
405	0.00466106
406	0.00463111
407	0.00460134
408	0.00457177
409	0.00454238
410	0.00451318
411	0.00448416
412	0.00445533
413	0.00442668
414	0.00439821
415	0.00436992
416	0.00434182
417	0.00431389
418	0.00428614
419	0.00425857
420	0.00423117
421	0.00420395
422	0.00417689
423	0.00415002
424	0.00412331
425	0.00409677
426	0.0040704
427	0.00404421
428	0.00401817
429	0.00399231
430	0.0039666
431	0.00394106
432	0.00391569
433	0.00389048
434	0.00386542
435	0.00384053
436	0.0038158
437	0.00379122
438	0.0037668
439	0.00374254
440	0.00371843
441	0.00369447
442	0.00367067
443	0.00364702
444	0.00362352
445	0.00360017
446	0.00357697
447	0.00355392
448	0.00353102
449	0.00350826
450	0.00348565
451	0.00346318
452	0.00344086
453	0.00341868
454	0.00339664
455	0.00337474
456	0.00335298
457	0.00333137
458	0.00330989
459	0.00328854
460	0.00326734
461	0.00324627
462	0.00322533
463	0.00320453
464	0.00318386
465	0.00316333
466	0.00314292
467	0.00312265
468	0.00310251
469	0.00308249
470	0.00306261
471	0.00304285
472	0.00302321
473	0.00300371
474	0.00298433
475	0.00296507
476	0.00294594
477	0.00292693
478	0.00290804
479	0.00288927
480	0.00287062
481	0.0028521
482	0.00283369
483	0.0028154
484	0.00279723
485	0.00277917
486	0.00276123
487	0.0027434
488	0.00272569
489	0.0027081
490	0.00269061
491	0.00267324
492	0.00265598
493	0.00263883
494	0.00262179
495	0.00260486
496	0.00258804
497	0.00257133
498	0.00255473
499	0.00253823
500	0.00252183
501	0.00250555
502	0.00248937
503	0.00247329
504	0.00245731
505	0.00244144
506	0.00242567
507	0.00241
508	0.00239443
509	0.00237897
510	0.0023636
511	0.00234833
512	0.00233316
513	0.00231808
514	0.00230311
515	0.00228823
516	0.00227344
517	0.00225875
518	0.00224416
519	0.00222966
520	0.00221525
521	0.00220093
522	0.00218671
523	0.00217258
524	0.00215854
525	0.00214459
526	0.00213073
527	0.00211696
528	0.00210328
529	0.00208968
530	0.00207618
531	0.00206276
532	0.00204943
533	0.00203618
534	0.00202302
535	0.00200994
536	0.00199695
537	0.00198404
538	0.00197121
539	0.00195847
540	0.00194581
541	0.00193323
542	0.00192073
